id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,ability1,ability2,ability3,type1,type2,moves
291,ninjask,160.0,8,120,160,61,90,45,50,50,ninjask,ninjask,True,394,speed-boost,infiltrator,,bug,flying,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'double-edge', 'hyper-beam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'harden', 'swift', 'leech-life', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'mind-reader', 'snore', 'spite', 'protect', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'metal-claw', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'facade', 'secret-power', 'air-cutter', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'u-turn', 'air-slash', 'x-scissor', 'bug-buzz', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'hone-claws', 'round', 'acrobatics', 'struggle-bug', 'confide', 'laser-focus', 'skitter-smack', 'dual-wingbeat']"
292,shedinja,83.0,8,12,40,1,90,45,30,30,shedinja,shedinja,True,395,wonder-guard,,,bug,ghost,"['scratch', 'cut', 'sand-attack', 'double-edge', 'hyper-beam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'agility', 'mimic', 'double-team', 'harden', 'confuse-ray', 'dream-eater', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'mind-reader', 'nightmare', 'snore', 'spite', 'protect', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'sunny-day', 'shadow-ball', 'will-o-wisp', 'facade', 'trick', 'grudge', 'secret-power', 'aerial-ace', 'natural-gift', 'heal-block', 'sucker-punch', 'x-scissor', 'bug-buzz', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'bug-bite', 'hone-claws', 'telekinesis', 'round', 'ally-switch', 'hex', 'struggle-bug', 'phantom-force', 'confide', 'skitter-smack', 'poltergeist']"
293,whismur,48.0,6,163,28,64,51,23,51,23,whismur,whismur,True,396,soundproof,rattled,,normal,,"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'supersonic', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'seismic-toss', 'solar-beam', 'toxic', 'mimic', 'screech', 'double-team', 'smokescreen', 'defense-curl', 'fire-blast', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'smelling-salts', 'endeavor', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'extrasensory', 'howl', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'zen-headbutt', 'captivate', 'synchronoise', 'round', 'echoed-voice', 'circle-throw', 'incinerate', 'retaliate', 'work-up', 'disarming-voice', 'confide']"
294,loudred,126.0,10,405,48,84,71,43,71,43,loudred,loudred,True,397,soundproof,scrappy,,normal,,"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'bite', 'roar', 'supersonic', 'flamethrower', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'earthquake', 'toxic', 'mimic', 'screech', 'double-team', 'defense-curl', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'torment', 'facade', 'taunt', 'brick-break', 'endeavor', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'overheat', 'rock-tomb', 'howl', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'zen-headbutt', 'captivate', 'smack-down', 'synchronoise', 'round', 'echoed-voice', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'stomping-tantrum']"
295,exploud,245.0,15,840,68,104,91,63,91,73,exploud,exploud,True,398,soundproof,scrappy,,normal,,"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'bite', 'roar', 'supersonic', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'earthquake', 'toxic', 'mimic', 'screech', 'double-team', 'defense-curl', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'outrage', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'uproar', 'torment', 'facade', 'taunt', 'brick-break', 'endeavor', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'overheat', 'rock-tomb', 'howl', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'focus-blast', 'giga-impact', 'avalanche', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'rock-climb', 'captivate', 'smack-down', 'synchronoise', 'round', 'echoed-voice', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'boomburst', 'confide', 'power-up-punch', 'stomping-tantrum', 'terrain-pulse']"
296,makuhita,47.0,10,864,25,72,60,30,20,30,makuhita,makuhita,True,399,thick-fat,guts,sheer-force,fighting,,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'surf', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'focus-energy', 'metronome', 'swift', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'feint-attack', 'belly-drum', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'fake-out', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'arm-thrust', 'rock-tomb', 'bulk-up', 'mud-shot', 'wake-up-slap', 'natural-gift', 'feint', 'close-combat', 'fling', 'force-palm', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'zen-headbutt', 'rock-climb', 'stone-edge', 'captivate', 'wide-guard', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'chip-away', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'stomping-tantrum', 'body-press', 'tera-blast', 'chilling-water']"
297,hariyama,166.0,23,2538,50,144,120,60,40,60,hariyama,hariyama,True,400,thick-fat,guts,sheer-force,fighting,,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'surf', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'focus-energy', 'metronome', 'swift', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'belly-drum', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'vital-throw', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'fake-out', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'helping-hand', 'role-play', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'arm-thrust', 'rock-tomb', 'bulk-up', 'mud-shot', 'wake-up-slap', 'brine', 'natural-gift', 'close-combat', 'payback', 'fling', 'force-palm', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'giga-impact', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'throat-chop', 'stomping-tantrum', 'body-press', 'headlong-rush', 'tera-blast', 'chilling-water']"
298,azurill,38.0,2,20,20,50,20,40,20,40,azurill,azurill,True,277,thick-fat,huge-power,sap-sipper,normal,fairy,"['slam', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'sing', 'supersonic', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'waterfall', 'swift', 'bubble', 'splash', 'rest', 'substitute', 'snore', 'protect', 'belly-drum', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'knock-off', 'refresh', 'secret-power', 'camouflage', 'hyper-voice', 'fake-tears', 'tickle', 'muddy-water', 'bounce', 'mud-shot', 'covet', 'water-sport', 'water-pulse', 'natural-gift', 'copycat', 'captivate', 'aqua-jet', 'soak', 'round', 'scald', 'work-up', 'draining-kiss', 'confide', 'brutal-swing', 'tera-blast']"
299,nosepass,75.0,10,970,30,30,45,135,45,90,nosepass,nosepass,True,401,sturdy,magnet-pull,sand-force,rock,,"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'rock-throw', 'earthquake', 'toxic', 'mimic', 'double-team', 'harden', 'defense-curl', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'magnitude', 'dynamic-punch', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'magic-coat', 'secret-power', 'rock-tomb', 'iron-defense', 'block', 'rock-blast', 'shock-wave', 'gravity', 'natural-gift', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'discharge', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'wide-guard', 'smack-down', 'round', 'volt-switch', 'bulldoze', 'confide', 'dazzling-gleam', 'stomping-tantrum']"
300,skitty,52.0,6,110,50,50,45,45,35,35,skitty,skitty,True,403,cute-charm,normalize,wonder-skin,normal,,"['double-slap', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'tail-whip', 'growl', 'sing', 'ice-beam', 'blizzard', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'facade', 'helping-hand', 'wish', 'assist', 'secret-power', 'hyper-voice', 'fake-tears', 'tickle', 'cosmic-power', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'copycat', 'last-resort', 'sucker-punch', 'mud-bomb', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'simple-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'play-rough', 'confide']"
301,delcatty,140.0,11,326,90,70,65,65,55,55,delcatty,delcatty,True,404,cute-charm,normalize,wonder-skin,normal,,"['double-slap', 'headbutt', 'body-slam', 'double-edge', 'growl', 'sing', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'helping-hand', 'secret-power', 'hyper-voice', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'last-resort', 'sucker-punch', 'giga-impact', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'confide', 'laser-focus', 'stomping-tantrum']"
302,sableye,133.0,5,110,50,50,75,75,65,65,sableye,sableye,True,405,keen-eye,stall,prankster,dark,ghost,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'disable', 'psybeam', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'dig', 'toxic', 'psychic', 'night-shade', 'mimic', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'metronome', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'spite', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'detect', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'encore', 'metal-claw', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'torment', 'flatter', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'aerial-ace', 'bulk-up', 'mud-shot', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'gyro-ball', 'natural-gift', 'feint', 'metal-burst', 'payback', 'embargo', 'fling', 'punishment', 'sucker-punch', 'poison-jab', 'dark-pulse', 'x-scissor', 'power-gem', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'zen-headbutt', 'captivate', 'ominous-wind', 'hone-claws', 'wonder-room', 'telekinesis', 'low-sweep', 'foul-play', 'round', 'ally-switch', 'hex', 'incinerate', 'quash', 'retaliate', 'snarl', 'phantom-force', 'confide', 'dazzling-gleam', 'power-up-punch', 'lash-out', 'poltergeist', 'tera-blast']"
303,mawile,133.0,6,115,50,50,85,85,55,55,mawile,mawile,True,407,hyper-cutter,intimidate,sheer-force,steel,fairy,"['mega-punch', 'ice-punch', 'thunder-punch', 'vice-grip', 'swords-dance', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'bite', 'growl', 'flamethrower', 'ice-beam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'toxic', 'mimic', 'double-team', 'fire-blast', 'rest', 'rock-slide', 'super-fang', 'substitute', 'snore', 'protect', 'feint-attack', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'baton-pass', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'poison-fang', 'astonish', 'fake-tears', 'rock-tomb', 'tickle', 'iron-defense', 'natural-gift', 'metal-burst', 'payback', 'assurance', 'embargo', 'fling', 'guard-swap', 'punishment', 'last-resort', 'sucker-punch', 'magnet-rise', 'dark-pulse', 'focus-blast', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'foul-play', 'round', 'incinerate', 'draining-kiss', 'misty-terrain', 'play-rough', 'fairy-wind', 'confide', 'power-up-punch', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'steel-beam']"
304,aron,66.0,4,600,30,50,70,100,40,40,aron,aron,True,409,sturdy,rock-head,heavy-metal,steel,rock,"['cut', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'smelling-salts', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'shock-wave', 'water-pulse', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'dragon-rush', 'earth-power', 'shadow-claw', 'iron-head', 'captivate', 'stealth-rock', 'head-smash', 'hone-claws', 'autotomize', 'heavy-slam', 'round', 'bulldoze', 'confide', 'body-press', 'steel-beam', 'steel-roller']"
305,lairon,151.0,9,1200,40,60,90,140,50,50,lairon,lairon,True,410,sturdy,rock-head,heavy-metal,steel,rock,"['cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'spite', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'earth-power', 'shadow-claw', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'autotomize', 'heavy-slam', 'round', 'bulldoze', 'confide', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller']"
306,aggron,265.0,21,3600,50,70,110,180,60,60,aggron,aggron,True,411,sturdy,rock-head,heavy-metal,steel,rock,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'spite', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'block', 'dragon-claw', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'metal-burst', 'payback', 'fling', 'magnet-rise', 'rock-polish', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'autotomize', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'power-up-punch', 'high-horsepower', 'smart-strike', 'brutal-swing', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller', 'meteor-beam']"
307,meditite,56.0,6,112,60,30,40,55,40,55,meditite,meditite,True,413,pure-power,telepathy,,fighting,psychic,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'toxic', 'confusion', 'psychic', 'meditate', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'high-jump-kick', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'mind-reader', 'snore', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'gravity', 'natural-gift', 'feint', 'acupressure', 'close-combat', 'fling', 'power-trick', 'power-swap', 'guard-swap', 'force-palm', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'stored-power', 'quick-guard', 'retaliate', 'work-up', 'confide', 'power-up-punch', 'psychic-terrain', 'tera-blast', 'trailblaze']"
