type,name,order,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,shape,%_female,% male,has_gender_differences,hatch_counter,egg_group1,egg_group2,is_baby,is_legendary,is_mythical,pal_park_encounters,varieties
crabrawler,crabrawler,739,70.0,225,purple,,False,7,medium,,armor,50.0,50.0,False,20.0,water3,,False,False,False,,['crabrawler']
crabominable,crabominable,740,70.0,60,white,crabrawler,False,7,medium,,armor,50.0,50.0,False,20.0,water3,,False,False,False,,['crabominable']
oricorio,oricorio,741,70.0,45,red,,False,7,medium,,wings,75.0,25.0,False,20.0,flying,,False,False,False,,"['oricorio-baile', 'oricorio-pom-pom', 'oricorio-pau', 'oricorio-sensu']"
cutiefly,cutiefly,742,50.0,190,yellow,,False,7,medium,,armor,50.0,50.0,False,20.0,bug,fairy,False,False,False,,['cutiefly']
ribombee,ribombee,743,50.0,75,yellow,cutiefly,False,7,medium,,bug-wings,50.0,50.0,False,20.0,bug,fairy,False,False,False,,"['ribombee', 'ribombee-totem']"
rockruff,rockruff,744,50.0,190,brown,,False,7,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,"['rockruff', 'rockruff-own-tempo']"
lycanroc,lycanroc,745,50.0,90,brown,rockruff,False,7,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,"['lycanroc-midday', 'lycanroc-midnight', 'lycanroc-dusk']"
wishiwashi,wishiwashi,746,50.0,60,blue,,False,7,fast,,fish,50.0,50.0,False,15.0,water2,,False,False,False,,"['wishiwashi-solo', 'wishiwashi-school']"
mareanie,mareanie,747,50.0,190,blue,,False,7,medium,,blob,50.0,50.0,False,20.0,water1,,False,False,False,,['mareanie']
toxapex,toxapex,748,50.0,75,blue,mareanie,False,7,medium,,tentacles,50.0,50.0,False,20.0,water1,,False,False,False,,['toxapex']
mudbray,mudbray,749,50.0,190,brown,,False,7,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['mudbray']
mudsdale,mudsdale,750,50.0,60,brown,mudbray,False,7,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['mudsdale']
dewpider,dewpider,751,50.0,200,green,,False,7,medium,,legs,50.0,50.0,False,15.0,water1,bug,False,False,False,,['dewpider']
araquanid,araquanid,752,50.0,100,green,dewpider,False,7,medium,,armor,50.0,50.0,False,15.0,water1,bug,False,False,False,,"['araquanid', 'araquanid-totem']"
fomantis,fomantis,753,50.0,190,pink,,False,7,medium,,upright,50.0,50.0,False,20.0,plant,,False,False,False,,['fomantis']
lurantis,lurantis,754,50.0,75,pink,fomantis,False,7,medium,,humanoid,50.0,50.0,False,20.0,plant,,False,False,False,,"['lurantis', 'lurantis-totem']"
morelull,morelull,755,50.0,190,purple,,False,7,medium,,blob,50.0,50.0,False,20.0,plant,,False,False,False,,['morelull']
shiinotic,shiinotic,756,50.0,75,purple,morelull,False,7,medium,,humanoid,50.0,50.0,False,20.0,plant,,False,False,False,,['shiinotic']
salandit,salandit,757,50.0,120,black,,False,7,medium,,quadruped,12.5,87.5,False,20.0,monster,dragon,False,False,False,,['salandit']
salazzle,salazzle,758,50.0,45,black,salandit,False,7,medium,,quadruped,100.0,0.0,False,20.0,monster,dragon,False,False,False,,"['salazzle', 'salazzle-totem']"
stufful,stufful,759,50.0,140,pink,,False,7,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['stufful']
bewear,bewear,760,50.0,70,pink,stufful,False,7,medium,,upright,50.0,50.0,False,15.0,ground,,False,False,False,,['bewear']
bounsweet,bounsweet,761,50.0,235,purple,,False,7,medium-slow,,legs,100.0,0.0,False,20.0,plant,,False,False,False,,['bounsweet']
steenee,steenee,762,50.0,120,purple,bounsweet,False,7,medium-slow,,humanoid,100.0,0.0,False,20.0,plant,,False,False,False,,['steenee']
tsareena,tsareena,763,50.0,45,purple,steenee,False,7,medium-slow,,humanoid,100.0,0.0,False,20.0,plant,,False,False,False,,['tsareena']
comfey,comfey,764,50.0,60,green,,False,7,fast,,ball,75.0,25.0,False,20.0,plant,,False,False,False,,['comfey']
oranguru,oranguru,765,50.0,45,white,,False,7,slow,,humanoid,50.0,50.0,False,20.0,ground,,False,False,False,,['oranguru']
passimian,passimian,766,50.0,45,white,,False,7,slow,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['passimian']
wimpod,wimpod,767,50.0,90,gray,,False,7,medium,,tentacles,50.0,50.0,False,20.0,bug,water3,False,False,False,,['wimpod']
golisopod,golisopod,768,50.0,45,gray,wimpod,False,7,medium,,humanoid,50.0,50.0,False,20.0,bug,water3,False,False,False,,['golisopod']
sandygast,sandygast,769,50.0,140,brown,,False,7,medium,,squiggle,50.0,50.0,False,15.0,indeterminate,,False,False,False,,['sandygast']
palossand,palossand,770,50.0,60,brown,sandygast,False,7,medium,,squiggle,50.0,50.0,False,15.0,indeterminate,,False,False,False,,['palossand']
pyukumuku,pyukumuku,771,50.0,60,black,,False,7,fast,,squiggle,50.0,50.0,False,15.0,water1,,False,False,False,,['pyukumuku']
type-null,type-null,772,0.0,3,gray,,False,7,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['type-null']
silvally,silvally,773,0.0,3,gray,type-null,False,7,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['silvally']
minior,minior,774,70.0,30,brown,,False,7,medium-slow,,ball,0.0,0.0,False,25.0,mineral,,False,False,False,,"['minior-red-meteor', 'minior-orange-meteor', 'minior-yellow-meteor', 'minior-green-meteor', 'minior-blue-meteor', 'minior-indigo-meteor', 'minior-violet-meteor', 'minior-red', 'minior-orange', 'minior-yellow', 'minior-green', 'minior-blue', 'minior-indigo', 'minior-violet']"
komala,komala,775,70.0,45,blue,,False,7,slow,,humanoid,50.0,50.0,False,20.0,ground,,False,False,False,,['komala']
turtonator,turtonator,776,50.0,70,red,,False,7,medium,,upright,50.0,50.0,False,20.0,monster,dragon,False,False,False,,['turtonator']
togedemaru,togedemaru,777,50.0,180,gray,,False,7,medium,,upright,50.0,50.0,False,10.0,ground,fairy,False,False,False,,"['togedemaru', 'togedemaru-totem']"
mimikyu,mimikyu,778,50.0,45,yellow,,False,7,medium,,squiggle,50.0,50.0,False,20.0,indeterminate,,False,False,False,,"['mimikyu-disguised', 'mimikyu-busted', 'mimikyu-totem-disguised', 'mimikyu-totem-busted']"
bruxish,bruxish,779,70.0,80,pink,,False,7,medium,,fish,50.0,50.0,False,15.0,water2,,False,False,False,,['bruxish']
drampa,drampa,780,50.0,70,white,,False,7,medium,,squiggle,50.0,50.0,False,20.0,monster,dragon,False,False,False,,['drampa']
dhelmise,dhelmise,781,50.0,25,green,,False,7,medium,,blob,0.0,0.0,False,25.0,mineral,,False,False,False,,['dhelmise']
jangmo-o,jangmo-o,782,50.0,45,gray,,False,7,slow,,quadruped,50.0,50.0,False,40.0,dragon,,False,False,False,,['jangmo-o']
hakamo-o,hakamo-o,783,50.0,45,gray,jangmo-o,False,7,slow,,upright,50.0,50.0,False,40.0,dragon,,False,False,False,,['hakamo-o']
kommo-o,kommo-o,784,50.0,45,gray,hakamo-o,False,7,slow,,upright,50.0,50.0,False,40.0,dragon,,False,False,False,,"['kommo-o', 'kommo-o-totem']"
tapu-koko,tapu-koko,785,50.0,3,yellow,,False,7,slow,,arms,0.0,0.0,False,15.0,no-eggs,,False,True,False,,['tapu-koko']
tapu-lele,tapu-lele,786,50.0,3,pink,,False,7,slow,,arms,0.0,0.0,False,15.0,no-eggs,,False,True,False,,['tapu-lele']
tapu-bulu,tapu-bulu,787,50.0,3,red,,False,7,slow,,arms,0.0,0.0,False,15.0,no-eggs,,False,True,False,,['tapu-bulu']
tapu-fini,tapu-fini,788,50.0,3,purple,,False,7,slow,,arms,0.0,0.0,False,15.0,no-eggs,,False,True,False,,['tapu-fini']
cosmog,cosmog,789,0.0,45,blue,,False,7,slow,,ball,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['cosmog']
cosmoem,cosmoem,790,0.0,45,blue,cosmog,False,7,slow,,ball,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['cosmoem']
solgaleo,solgaleo,791,0.0,45,white,cosmoem,False,7,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['solgaleo']
lunala,lunala,792,0.0,45,purple,cosmoem,False,7,slow,,wings,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['lunala']
nihilego,nihilego,793,0.0,45,white,,False,7,slow,,tentacles,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['nihilego']
buzzwole,buzzwole,794,0.0,45,red,,False,7,slow,,tentacles,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['buzzwole']
pheromosa,pheromosa,795,0.0,45,white,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['pheromosa']
xurkitree,xurkitree,796,0.0,45,black,,False,7,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['xurkitree']
celesteela,celesteela,797,0.0,45,green,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['celesteela']
kartana,kartana,798,0.0,45,white,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['kartana']
guzzlord,guzzlord,799,0.0,45,black,,False,7,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['guzzlord']
necrozma,necrozma,800,0.0,255,black,,False,7,slow,,arms,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['necrozma', 'necrozma-dusk', 'necrozma-dawn', 'necrozma-ultra']"
magearna,magearna,801,0.0,3,gray,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,"['magearna', 'magearna-original']"
marshadow,marshadow,802,0.0,3,gray,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['marshadow']
poipole,poipole,803,0.0,45,purple,,False,7,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['poipole']
naganadel,naganadel,804,0.0,45,purple,poipole,False,7,slow,,wings,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['naganadel']
stakataka,stakataka,805,0.0,30,gray,,False,7,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['stakataka']
blacephalon,blacephalon,806,0.0,30,white,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,False,,['blacephalon']
zeraora,zeraora,807,0.0,3,yellow,,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['zeraora']
meltan,meltan,808,0.0,3,gray,,False,7,slow,,ball,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['meltan']
melmetal,melmetal,809,0.0,3,gray,meltan,False,7,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,"['melmetal', 'melmetal-gmax']"
grookey,grookey,810,50.0,45,green,,False,8,medium-slow,,upright,12.5,87.5,False,20.0,ground,plant,False,False,False,,['grookey']
thwackey,thwackey,811,50.0,45,green,grookey,False,8,medium-slow,,upright,12.5,87.5,False,20.0,ground,plant,False,False,False,,['thwackey']
rillaboom,rillaboom,812,50.0,45,green,thwackey,False,8,medium-slow,,humanoid,12.5,87.5,False,20.0,ground,plant,False,False,False,,"['rillaboom', 'rillaboom-gmax']"
scorbunny,scorbunny,813,50.0,45,white,,False,8,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,,['scorbunny']
raboot,raboot,814,50.0,45,gray,scorbunny,False,8,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,,['raboot']
cinderace,cinderace,815,50.0,45,white,raboot,False,8,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,,"['cinderace', 'cinderace-gmax']"
sobble,sobble,816,50.0,45,blue,,False,8,medium-slow,,quadruped,12.5,87.5,False,20.0,water1,ground,False,False,False,,['sobble']
drizzile,drizzile,817,50.0,45,blue,sobble,False,8,medium-slow,,upright,12.5,87.5,False,20.0,water1,ground,False,False,False,,['drizzile']
inteleon,inteleon,818,50.0,45,blue,drizzile,False,8,medium-slow,,upright,12.5,87.5,False,20.0,water1,ground,False,False,False,,"['inteleon', 'inteleon-gmax']"
skwovet,skwovet,819,50.0,255,brown,,False,8,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['skwovet']
greedent,greedent,820,50.0,90,brown,skwovet,False,8,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['greedent']
rookidee,rookidee,821,50.0,255,blue,,False,8,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['rookidee']
corvisquire,corvisquire,822,50.0,120,blue,rookidee,False,8,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['corvisquire']
corviknight,corviknight,823,50.0,45,purple,corvisquire,False,8,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,"['corviknight', 'corviknight-gmax']"
blipbug,blipbug,824,50.0,255,blue,,False,8,medium,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['blipbug']
dottler,dottler,825,50.0,120,yellow,blipbug,False,8,medium,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['dottler']
orbeetle,orbeetle,826,50.0,45,red,dottler,False,8,medium,,wings,50.0,50.0,False,15.0,bug,,False,False,False,,"['orbeetle', 'orbeetle-gmax']"
nickit,nickit,827,50.0,255,brown,,False,8,fast,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['nickit']
thievul,thievul,828,50.0,127,brown,nickit,False,8,fast,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['thievul']
gossifleur,gossifleur,829,50.0,190,green,,False,8,medium,,blob,50.0,50.0,False,20.0,plant,,False,False,False,,['gossifleur']
eldegoss,eldegoss,830,50.0,75,green,gossifleur,False,8,medium,,blob,50.0,50.0,False,20.0,plant,,False,False,False,,['eldegoss']
wooloo,wooloo,831,50.0,255,white,,False,8,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['wooloo']
dubwool,dubwool,832,50.0,127,white,wooloo,False,8,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['dubwool']
chewtle,chewtle,833,50.0,255,green,,False,8,medium,,quadruped,50.0,50.0,False,20.0,monster,water1,False,False,False,,['chewtle']
drednaw,drednaw,834,50.0,75,green,chewtle,False,8,medium,,quadruped,50.0,50.0,False,20.0,monster,water1,False,False,False,,"['drednaw', 'drednaw-gmax']"
yamper,yamper,835,50.0,255,yellow,,False,8,fast,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['yamper']
boltund,boltund,836,50.0,45,yellow,yamper,False,8,fast,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['boltund']
rolycoly,rolycoly,837,50.0,255,black,,False,8,medium-slow,,ball,50.0,50.0,False,15.0,mineral,,False,False,False,,['rolycoly']
carkol,carkol,838,50.0,120,black,rolycoly,False,8,medium-slow,,legs,50.0,50.0,False,15.0,mineral,,False,False,False,,['carkol']
coalossal,coalossal,839,50.0,45,black,carkol,False,8,medium-slow,,humanoid,50.0,50.0,False,15.0,mineral,,False,False,False,,"['coalossal', 'coalossal-gmax']"
applin,applin,840,50.0,255,green,,False,8,slow-then-very-fast,,squiggle,50.0,50.0,False,20.0,plant,dragon,False,False,False,,['applin']
flapple,flapple,841,50.0,45,green,applin,False,8,slow-then-very-fast,,wings,50.0,50.0,False,20.0,plant,dragon,False,False,False,,"['flapple', 'flapple-gmax']"
appletun,appletun,842,50.0,45,green,applin,False,8,slow-then-very-fast,,quadruped,50.0,50.0,False,20.0,plant,dragon,False,False,False,,"['appletun', 'appletun-gmax']"
silicobra,silicobra,843,50.0,255,green,,False,8,medium,,squiggle,50.0,50.0,False,20.0,ground,dragon,False,False,False,,['silicobra']
sandaconda,sandaconda,844,50.0,120,green,silicobra,False,8,medium,,squiggle,50.0,50.0,False,20.0,ground,dragon,False,False,False,,"['sandaconda', 'sandaconda-gmax']"
cramorant,cramorant,845,50.0,45,blue,,False,8,medium,,wings,50.0,50.0,False,20.0,water1,flying,False,False,False,,"['cramorant', 'cramorant-gulping', 'cramorant-gorging']"
arrokuda,arrokuda,846,50.0,255,brown,,False,8,slow,,fish,50.0,50.0,False,20.0,water2,,False,False,False,,['arrokuda']
barraskewda,barraskewda,847,50.0,60,brown,arrokuda,False,8,slow,,fish,50.0,50.0,False,20.0,water2,,False,False,False,,['barraskewda']
toxel,toxel,848,50.0,75,purple,,False,8,medium-slow,,upright,50.0,50.0,False,25.0,no-eggs,,True,False,False,,['toxel']
toxtricity,toxtricity,849,50.0,45,purple,toxel,False,8,medium-slow,,upright,50.0,50.0,False,25.0,humanshape,,False,False,False,,"['toxtricity-amped', 'toxtricity-low-key', 'toxtricity-amped-gmax', 'toxtricity-low-key-gmax']"
sizzlipede,sizzlipede,850,50.0,190,red,,False,8,medium,,tentacles,50.0,50.0,False,20.0,bug,,False,False,False,,['sizzlipede']
centiskorch,centiskorch,851,50.0,75,red,sizzlipede,False,8,medium,,tentacles,50.0,50.0,False,20.0,bug,,False,False,False,,"['centiskorch', 'centiskorch-gmax']"
clobbopus,clobbopus,852,50.0,180,brown,,False,8,medium-slow,,tentacles,50.0,50.0,False,25.0,water1,humanshape,False,False,False,,['clobbopus']
grapploct,grapploct,853,50.0,45,blue,clobbopus,False,8,medium-slow,,tentacles,50.0,50.0,False,25.0,water1,humanshape,False,False,False,,['grapploct']
sinistea,sinistea,854,50.0,120,purple,,False,8,medium,,ball,0.0,0.0,False,20.0,mineral,indeterminate,False,False,False,,['sinistea']
polteageist,polteageist,855,50.0,60,purple,sinistea,False,8,medium,,ball,0.0,0.0,False,20.0,mineral,indeterminate,False,False,False,,['polteageist']
hatenna,hatenna,856,50.0,235,pink,,False,8,slow,,legs,100.0,0.0,False,20.0,fairy,,False,False,False,,['hatenna']
hattrem,hattrem,857,50.0,120,pink,hatenna,False,8,slow,,humanoid,100.0,0.0,False,20.0,fairy,,False,False,False,,['hattrem']
hatterene,hatterene,858,50.0,45,pink,hattrem,False,8,slow,,blob,100.0,0.0,False,20.0,fairy,,False,False,False,,"['hatterene', 'hatterene-gmax']"
impidimp,impidimp,859,50.0,255,pink,,False,8,medium,,humanoid,0.0,100.0,False,20.0,fairy,humanshape,False,False,False,,['impidimp']
morgrem,morgrem,860,50.0,120,pink,impidimp,False,8,medium,,humanoid,0.0,100.0,False,20.0,fairy,humanshape,False,False,False,,['morgrem']
grimmsnarl,grimmsnarl,861,50.0,45,purple,morgrem,False,8,medium,,humanoid,0.0,100.0,False,20.0,fairy,humanshape,False,False,False,,"['grimmsnarl', 'grimmsnarl-gmax']"
obstagoon,obstagoon,862,50.0,45,gray,linoone,False,8,medium,,upright,50.0,50.0,False,15.0,ground,,False,False,False,,['obstagoon']
perrserker,perrserker,863,50.0,90,brown,meowth,False,8,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['perrserker']
cursola,cursola,864,50.0,30,white,corsola,False,8,fast,,arms,75.0,25.0,False,20.0,water1,water3,False,False,False,,['cursola']
sirfetchd,sirfetchd,865,50.0,45,white,farfetchd,False,8,medium,,wings,50.0,50.0,False,20.0,flying,ground,False,False,False,,['sirfetchd']
mr-rime,mr-rime,866,50.0,45,purple,mr-mime,False,8,medium,,humanoid,50.0,50.0,False,25.0,humanshape,,False,False,False,,['mr-rime']
runerigus,runerigus,867,50.0,90,gray,yamask,False,8,medium,,blob,50.0,50.0,False,25.0,mineral,indeterminate,False,False,False,,['runerigus']
milcery,milcery,868,50.0,200,white,,False,8,medium,,ball,100.0,0.0,False,20.0,fairy,indeterminate,False,False,False,,['milcery']
alcremie,alcremie,869,50.0,100,white,milcery,False,8,medium,,blob,100.0,0.0,False,20.0,fairy,indeterminate,False,False,False,,"['alcremie', 'alcremie-gmax']"
falinks,falinks,870,50.0,45,yellow,,False,8,medium,,heads,0.0,0.0,False,25.0,fairy,mineral,False,False,False,,['falinks']
pincurchin,pincurchin,871,50.0,75,purple,,False,8,medium,,tentacles,50.0,50.0,False,20.0,water1,indeterminate,False,False,False,,['pincurchin']
snom,snom,872,50.0,190,white,,False,8,medium,,squiggle,50.0,50.0,False,20.0,bug,,False,False,False,,['snom']
frosmoth,frosmoth,873,50.0,75,white,snom,False,8,medium,,bug-wings,50.0,50.0,False,20.0,bug,,False,False,False,,['frosmoth']
stonjourner,stonjourner,874,50.0,60,gray,,False,8,slow,,legs,50.0,50.0,False,25.0,mineral,,False,False,False,,['stonjourner']
eiscue,eiscue,875,50.0,60,blue,,False,8,slow,,upright,50.0,50.0,False,25.0,water1,ground,False,False,False,,"['eiscue-ice', 'eiscue-noice']"
indeedee,indeedee,876,140.0,30,purple,,False,8,fast,,upright,50.0,50.0,False,40.0,fairy,,False,False,False,,"['indeedee-male', 'indeedee-female']"
morpeko,morpeko,877,50.0,180,yellow,,False,8,medium,,humanoid,50.0,50.0,False,10.0,ground,fairy,False,False,False,,"['morpeko-full-belly', 'morpeko-hangry']"
cufant,cufant,878,50.0,190,yellow,,False,8,medium,,quadruped,50.0,50.0,False,25.0,ground,mineral,False,False,False,,['cufant']
copperajah,copperajah,879,50.0,90,green,cufant,False,8,medium,,quadruped,50.0,50.0,False,25.0,ground,mineral,False,False,False,,"['copperajah', 'copperajah-gmax']"
dracozolt,dracozolt,880,50.0,45,green,,False,8,slow,,upright,0.0,0.0,False,35.0,no-eggs,,False,False,False,,['dracozolt']
arctozolt,arctozolt,881,50.0,45,blue,,False,8,slow,,upright,0.0,0.0,False,35.0,no-eggs,,False,False,False,,['arctozolt']
dracovish,dracovish,882,50.0,45,green,,False,8,slow,,legs,0.0,0.0,False,35.0,no-eggs,,False,False,False,,['dracovish']
arctovish,arctovish,883,50.0,45,blue,,False,8,slow,,fish,0.0,0.0,False,35.0,no-eggs,,False,False,False,,['arctovish']
duraludon,duraludon,884,50.0,45,white,,False,8,medium,,upright,50.0,50.0,False,30.0,mineral,dragon,False,False,False,,"['duraludon', 'duraludon-gmax']"
dreepy,dreepy,885,50.0,45,green,,False,8,slow,,squiggle,50.0,50.0,False,40.0,indeterminate,dragon,False,False,False,,['dreepy']
drakloak,drakloak,886,50.0,45,green,dreepy,False,8,slow,,arms,50.0,50.0,False,40.0,indeterminate,dragon,False,False,False,,['drakloak']
dragapult,dragapult,887,50.0,45,green,drakloak,False,8,slow,,upright,50.0,50.0,False,40.0,indeterminate,dragon,False,False,False,,['dragapult']
zacian,zacian,888,0.0,10,blue,,False,8,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['zacian', 'zacian-crowned']"
zamazenta,zamazenta,889,0.0,10,red,,False,8,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['zamazenta', 'zamazenta-crowned']"
eternatus,eternatus,890,0.0,255,purple,,False,8,slow,,wings,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['eternatus', 'eternatus-eternamax']"
kubfu,kubfu,891,50.0,3,gray,,False,8,slow,,upright,12.5,87.5,False,120.0,no-eggs,,False,True,False,,['kubfu']
urshifu,urshifu,892,50.0,3,gray,kubfu,False,8,slow,,humanoid,12.5,87.5,False,120.0,no-eggs,,False,True,False,,"['urshifu-single-strike', 'urshifu-rapid-strike', 'urshifu-single-strike-gmax', 'urshifu-rapid-strike-gmax']"
zarude,zarude,893,0.0,3,green,,False,8,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,False,True,,"['zarude', 'zarude-dada']"
regieleki,regieleki,894,35.0,3,yellow,,False,8,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['regieleki']
regidrago,regidrago,895,35.0,3,green,,False,8,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['regidrago']
glastrier,glastrier,896,35.0,3,white,,False,8,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['glastrier']
spectrier,spectrier,897,35.0,3,black,,False,8,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['spectrier']
calyrex,calyrex,898,100.0,3,green,,False,8,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['calyrex', 'calyrex-ice', 'calyrex-shadow']"
wyrdeer,wyrdeer,899,,135,gray,stantler,False,8,slow,,quadruped,50.0,50.0,False,,ground,,False,False,False,,['wyrdeer']
kleavor,kleavor,900,,115,brown,scyther,False,8,medium,,bug-wings,50.0,50.0,False,,bug,,False,False,False,,['kleavor']
ursaluna,ursaluna,901,,75,brown,ursaring,False,8,medium,,quadruped,50.0,50.0,False,,ground,,False,False,False,,['ursaluna']
basculegion,basculegion,902,,135,green,basculin,True,8,medium,,fish,50.0,50.0,True,,water2,,False,False,False,,"['basculegion-male', 'basculegion-female']"
sneasler,sneasler,903,,135,gray,sneasel,False,8,medium-slow,,upright,50.0,50.0,False,,ground,,False,False,False,,['sneasler']
overqwil,overqwil,904,,135,black,qwilfish,False,8,medium,,fish,50.0,50.0,False,,water2,,False,False,False,,['overqwil']
enamorus,enamorus,905,,3,pink,,True,8,slow,,arms,100.0,0.0,False,,no-eggs,,False,True,False,,"['enamorus-incarnate', 'enamorus-therian']"
sprigatito,sprigatito,906,50.0,45,green,,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,plant,False,False,False,,['sprigatito']
floragato,floragato,907,50.0,45,green,sprigatito,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,plant,False,False,False,,['floragato']
meowscarada,meowscarada,908,50.0,45,green,floragato,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,plant,False,False,False,,['meowscarada']
fuecoco,fuecoco,909,50.0,45,red,,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,,False,False,False,,['fuecoco']
crocalor,crocalor,910,50.0,45,red,fuecoco,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,,False,False,False,,['crocalor']
skeledirge,skeledirge,911,50.0,45,red,crocalor,False,9,medium-slow,,,12.5,87.5,False,20.0,ground,,False,False,False,,['skeledirge']
quaxly,quaxly,912,50.0,45,white,,False,9,medium-slow,,,12.5,87.5,False,20.0,flying,water1,False,False,False,,['quaxly']
quaxwell,quaxwell,913,50.0,45,blue,quaxly,False,9,medium-slow,,,12.5,87.5,False,20.0,flying,water1,False,False,False,,['quaxwell']
quaquaval,quaquaval,914,50.0,45,blue,quaxwell,False,9,medium-slow,,,12.5,87.5,False,20.0,flying,water1,False,False,False,,['quaquaval']
lechonk,lechonk,915,50.0,255,gray,,False,9,medium,,,50.0,50.0,False,15.0,ground,,False,False,False,,['lechonk']
oinkologne,oinkologne,916,50.0,100,gray,lechonk,False,9,medium,,,0.0,100.0,False,15.0,ground,,False,False,False,,"['oinkologne', 'oinkologne-female']"
tarountula,tarountula,918,50.0,255,white,,False,9,slow-then-very-fast,,,50.0,50.0,False,15.0,bug,,False,False,False,,['tarountula']
spidops,spidops,919,50.0,120,green,tarountula,False,9,slow-then-very-fast,,,50.0,50.0,False,15.0,bug,,False,False,False,,['spidops']
nymble,nymble,920,20.0,190,gray,,False,9,medium,,,50.0,50.0,False,20.0,bug,,False,False,False,,['nymble']
lokix,lokix,921,0.0,30,gray,nymble,False,9,medium,,,50.0,50.0,False,20.0,bug,,False,False,False,,['lokix']
pawmi,pawmi,954,50.0,190,yellow,,False,9,medium,,,50.0,50.0,False,15.0,ground,,False,False,False,,['pawmi']
pawmo,pawmo,955,50.0,80,yellow,pawmi,False,9,medium,,,50.0,50.0,False,15.0,ground,,False,False,False,,['pawmo']
pawmot,pawmot,956,50.0,45,yellow,pawmo,False,9,medium,,,50.0,50.0,False,15.0,ground,,False,False,False,,['pawmot']
